row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
760,6074,C1,gpt,gpt-4.1-mini,11776681,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,573,22,595,1,,[],chatcmpl-EOaZ3wg4fWzCg3BPyNcOhOePYrM9E,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T03:25:32.812062+00:00,2026-09-16T03:25:33.506830+00:00,0.695,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
761,6081,C1,gpt,gpt-4.1-mini,19459018,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,864,300,explicit_numeric,540,21,561,1,,[],chatcmpl-EOaZCcGFqB79opYuUI2xSrcc7pbXw,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T03:25:42.041520+00:00,2026-09-16T03:25:42.826335+00:00,0.785,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
762,6094,C1,gpt,gpt-4.1-mini,23792130,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,547,20,567,1,,[],chatcmpl-EOaZTd4xjkTPi49eFlaVrpc1hbGDS,gpt-4.1-mini-2025-04-14,fp_7681b9e269,2026-09-16T03:25:58.679714+00:00,2026-09-16T03:25:59.721740+00:00,1.042,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
763,6101,C1,gpt,gpt-4.1-mini,11079675,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1185,300,explicit_numeric,661,22,683,1,,[],chatcmpl-EOaZeLO3MbIbJ114JaA5b2sj7zuRU,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T03:26:09.632491+00:00,2026-09-16T03:26:10.166932+00:00,0.534,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
764,6106,C1,gpt,gpt-4.1-mini,20850631,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,576,22,598,1,,[],chatcmpl-EOaZk7w4bAeh6CfidDZVOPjrilzxV,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T03:26:15.105692+00:00,2026-09-16T03:26:15.900201+00:00,0.795,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
765,6113,C1,gpt,gpt-4.1-mini,19401574,SUPPORTED,INCONCLUSIVE,0.45,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,567,22,589,1,,[],chatcmpl-EOaZs2SlnCoGzRgOPeEYjTct6uWMu,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T03:26:23.547235+00:00,2026-09-16T03:26:24.194201+00:00,0.647,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.45
ACTION: ABSTAIN",62
766,6126,C1,gpt,gpt-4.1-mini,18784527,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,880,300,explicit_numeric,517,20,537,1,,[],chatcmpl-EOaa6eZ0qdjFGFPko3SwOi5SFnvUO,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T03:26:37.215814+00:00,2026-09-16T03:26:37.710182+00:00,0.494,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
767,6133,C1,gpt,gpt-4.1-mini,19268855,REFUTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,541,22,563,1,,[],chatcmpl-EOaaDTe7PuhS6kbPy1lxpNEPnE3zj,gpt-4.1-mini-2025-04-14,fp_27270670a9,2026-09-16T03:26:44.893259+00:00,2026-09-16T03:26:45.495792+00:00,0.603,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
768,6138,C1,gpt,gpt-4.1-mini,24783217,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1077,300,explicit_numeric,553,20,573,1,,[],chatcmpl-EOaaINRHA3tebyLKoAOieIO5AfhFc,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T03:26:50.013992+00:00,2026-09-16T03:26:50.543079+00:00,0.529,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
769,6145,C1,gpt,gpt-4.1-mini,25521278,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,896,300,explicit_numeric,475,20,495,1,,[],chatcmpl-EOaaRWyo2NzfgQFp5zwIV8luem9EI,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T03:26:58.882515+00:00,2026-09-16T03:26:59.522987+00:00,0.64,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
770,6158,C1,gpt,gpt-4.1-mini,21459725,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,608,21,629,1,,[],chatcmpl-EOaajo9fjjhl2ZWww2AIwPLyak00I,gpt-4.1-mini-2025-04-14,fp_50a4e41e04,2026-09-16T03:27:16.571203+00:00,2026-09-16T03:27:17.217036+00:00,0.646,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
771,6165,C1,gpt,gpt-4.1-mini,18800356,INCONCLUSIVE,SUPPORTED,0.1,COMMIT,full,clean,0,short,956,300,explicit_numeric,505,20,525,1,,[],chatcmpl-EOaar4pic5CWMZ6tlZ1CnlhluYDjI,gpt-4.1-mini-2025-04-14,fp_f1951aa9a9,2026-09-16T03:27:24.930007+00:00,2026-09-16T03:27:25.532297+00:00,0.602,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
772,6170,C1,gpt,gpt-4.1-mini,17276801,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,601,20,621,1,,[],chatcmpl-EOaaxeDuzDwawLWUoVqMDEFZEGhiG,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T03:27:30.467658+00:00,2026-09-16T03:27:31.267949+00:00,0.8,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
773,6177,C1,gpt,gpt-4.1-mini,25614468,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,587,20,607,1,,[],chatcmpl-EOab6ifRxZOG4HBUhamUQO2bWgapO,gpt-4.1-mini-2025-04-14,fp_1677d11c7c,2026-09-16T03:27:39.676051+00:00,2026-09-16T03:27:40.380336+00:00,0.704,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
774,6190,C1,gpt,gpt-4.1-mini,27757987,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,594,21,615,1,,[],chatcmpl-EOabNiAzCCjtYM7blfBLCwUOpH5JJ,gpt-4.1-mini-2025-04-14,fp_ab6257cfad,2026-09-16T03:27:56.370932+00:00,2026-09-16T03:27:56.969472+00:00,0.599,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
775,6197,C1,gpt,gpt-4.1-mini,22955530,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,539,20,559,1,,[],chatcmpl-EOabY7h41XT2vVqWn26uBTLMOOyo2,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T03:28:07.526044+00:00,2026-09-16T03:28:08.236457+00:00,0.71,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
776,6202,C1,gpt,gpt-4.1-mini,26471488,REFUTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,593,22,615,1,,[],chatcmpl-EOabeaYmaAobqWgVmnvtrH7yBDj0P,gpt-4.1-mini-2025-04-14,fp_1677d11c7c,2026-09-16T03:28:13.167181+00:00,2026-09-16T03:28:13.866288+00:00,0.699,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
777,6209,C1,gpt,gpt-4.1-mini,24235894,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,576,20,596,1,,[],chatcmpl-EOaboo6JmRb12QE1xPYg4jAumGrEo,gpt-4.1-mini-2025-04-14,fp_1677d11c7c,2026-09-16T03:28:23.205318+00:00,2026-09-16T03:28:23.776281+00:00,0.571,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
778,6222,C1,gpt,gpt-4.1-mini,12068831,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,576,300,explicit_numeric,441,21,462,1,,[],chatcmpl-EOac5PqCLFIktGCU3UpiJ8UZMKwaM,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T03:28:40.398540+00:00,2026-09-16T03:28:41.309325+00:00,0.911,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
779,6229,C1,gpt,gpt-4.1-mini,16403186,REFUTED,INCONCLUSIVE,0.45,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,598,22,620,1,,[],chatcmpl-EOacFqzc1sswc7F8wa4HwJ4cc6BUw,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T03:28:50.952792+00:00,2026-09-16T03:28:51.653570+00:00,0.701,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.45
ACTION: ABSTAIN",62
780,6234,C1,gpt,gpt-4.1-mini,24481006,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1149,300,explicit_numeric,545,20,565,1,,[],chatcmpl-EOacQQZJHuQHGsWxOcAHY1HZ278gt,gpt-4.1-mini-2025-04-14,fp_5077a5477e,2026-09-16T03:29:01.298932+00:00,2026-09-16T03:29:01.828337+00:00,0.529,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
781,6241,C1,gpt,gpt-4.1-mini,14652839,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,866,300,explicit_numeric,492,21,513,1,,[],chatcmpl-EOacaYKOyRRzFINdRXUkGNju7ipmx,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T03:29:11.665115+00:00,2026-09-16T03:29:12.236360+00:00,0.571,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
782,6254,C1,gpt,gpt-4.1-mini,18719011,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1119,300,explicit_numeric,534,21,555,1,,[],chatcmpl-EOacrqIlm5FWJM0i8zHQMOGplbv0T,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T03:29:28.629613+00:00,2026-09-16T03:29:29.233144+00:00,0.604,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
783,6261,C1,gpt,gpt-4.1-mini,23348330,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,534,20,554,1,,[],chatcmpl-EOad0s1a0vl9QyNVdShX7nEx9jLL9,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T03:29:37.344064+00:00,2026-09-16T03:29:38.247953+00:00,0.904,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
784,6266,C1,gpt,gpt-4.1-mini,27216167,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,521,22,543,1,,[],chatcmpl-EOad6iYHrBOhkm0yoZfSVoIOkrOQX,gpt-4.1-mini-2025-04-14,fp_ec1475f5fc,2026-09-16T03:29:43.495783+00:00,2026-09-16T03:29:44.185779+00:00,0.69,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
785,6273,C1,gpt,gpt-4.1-mini,25779009,INCONCLUSIVE,SUPPORTED,0.1,COMMIT,full,clean,0,short,1175,300,explicit_numeric,599,20,619,1,,[],chatcmpl-EOadIkeX6iVqzspSnYgR8F9nVAcyC,gpt-4.1-mini-2025-04-14,fp_1677d11c7c,2026-09-16T03:29:55.258017+00:00,2026-09-16T03:29:55.856437+00:00,0.598,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
786,6286,C1,gpt,gpt-4.1-mini,11458136,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,short,1105,300,explicit_numeric,533,21,554,1,,[],chatcmpl-EOadX8Fv16ciZh6iScexo25DrkijU,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T03:30:10.929820+00:00,2026-09-16T03:30:11.626599+00:00,0.697,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
787,6293,C1,gpt,gpt-4.1-mini,20842006,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,543,21,564,1,,[],chatcmpl-EOadginhdHCUgWAYc1Uxb9knNOwlQ,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T03:30:19.624742+00:00,2026-09-16T03:30:20.435298+00:00,0.811,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
788,6298,C1,gpt,gpt-4.1-mini,19593710,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,515,20,535,1,,[],chatcmpl-EOadnOVB8UnQvaj4FbddQtswcwy9n,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T03:30:25.968777+00:00,2026-09-16T03:30:26.884587+00:00,0.916,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
789,6305,C1,gpt,gpt-4.1-mini,11149643,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,729,300,explicit_numeric,502,20,522,1,,[],chatcmpl-EOadw3uYUTo7PqVtXjKi3OM6C4H29,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T03:30:35.504690+00:00,2026-09-16T03:30:36.307057+00:00,0.802,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
790,6318,C1,gpt,gpt-4.1-mini,12098035,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,593,20,613,1,,[],chatcmpl-EOaeD3Am86mLMWD77NemO7yBvYpWU,gpt-4.1-mini-2025-04-14,fp_5077a5477e,2026-09-16T03:30:51.893826+00:00,2026-09-16T03:30:52.573168+00:00,0.679,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
791,6325,C1,gpt,gpt-4.1-mini,12690589,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1059,300,explicit_numeric,507,20,527,1,,[],chatcmpl-EOaeMgfJs0C4RZpFkDCUxIm4Isf07,gpt-4.1-mini-2025-04-14,fp_d3f60a4dbc,2026-09-16T03:31:01.203731+00:00,2026-09-16T03:31:02.212623+00:00,1.009,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
792,6330,C1,gpt,gpt-4.1-mini,18616781,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,586,20,606,1,,[],chatcmpl-EOaeSXjpN8LmMxkuJRsbRXsf7yjYG,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T03:31:07.247303+00:00,2026-09-16T03:31:08.051916+00:00,0.805,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
793,6337,C1,gpt,gpt-4.1-mini,15708048,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,562,20,582,1,,[],chatcmpl-EOaeeWpB00WAEiQ7FBOKVUZam0axf,gpt-4.1-mini-2025-04-14,fp_4fa7b9616a,2026-09-16T03:31:19.944415+00:00,2026-09-16T03:31:21.083730+00:00,1.139,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
794,6350,C1,gpt,gpt-4.1-mini,23848044,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,373,300,explicit_numeric,385,20,405,1,,[],chatcmpl-EOaeu9jjkpdbEKbVfagDdbIA0ctJP,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T03:31:35.304432+00:00,2026-09-16T03:31:36.004199+00:00,0.7,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
795,6357,C1,gpt,gpt-4.1-mini,24622801,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,560,20,580,1,,[],chatcmpl-EOaf2Z5tlA1GQnwueYZh1P4sfU1ie,gpt-4.1-mini-2025-04-14,fp_41b7e497f3,2026-09-16T03:31:43.402044+00:00,2026-09-16T03:31:44.097743+00:00,0.696,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
796,6362,C1,gpt,gpt-4.1-mini,24074624,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,537,21,558,1,,[],chatcmpl-EOaf8TvdFGTUzpV7fDuNyxGHP5qae,gpt-4.1-mini-2025-04-14,fp_d947bed196,2026-09-16T03:31:49.129540+00:00,2026-09-16T03:31:49.767020+00:00,0.638,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
797,6369,C1,gpt,gpt-4.1-mini,24495711,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,528,21,549,1,,[],chatcmpl-EOafHQPS8a5RIIFLLXfJwJxwHAF8B,gpt-4.1-mini-2025-04-14,fp_d947bed196,2026-09-16T03:31:58.242025+00:00,2026-09-16T03:31:58.942019+00:00,0.7,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
798,6382,C1,gpt,gpt-4.1-mini,19058191,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,529,20,549,1,,[],chatcmpl-EOafXWYeoPG5zPpKyf3FDaz4en0As,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T03:32:14.334486+00:00,2026-09-16T03:32:14.918701+00:00,0.584,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
799,6389,C1,gpt,gpt-4.1-mini,10473855,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,597,20,617,1,,[],chatcmpl-EOafgbHLQVikR2BQGtatCgWxnaIwg,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T03:32:23.642532+00:00,2026-09-16T03:32:24.337934+00:00,0.695,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
800,6394,C1,gpt,gpt-4.1-mini,8111516,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,545,20,565,1,,[],chatcmpl-EOafl3upgLA6ZWw8YxVSt3DGB29oE,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T03:32:28.957358+00:00,2026-09-16T03:32:29.717670+00:00,0.76,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
801,6401,C1,gpt,gpt-4.1-mini,19640728,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,572,20,592,1,,[],chatcmpl-EOafuTdKJlimFXTvxDg41by1rdMmX,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T03:32:37.568174+00:00,2026-09-16T03:32:38.163243+00:00,0.595,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
802,6414,C1,gpt,gpt-4.1-mini,17329379,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,603,20,623,1,,[],chatcmpl-EOag9NSJFrbKZjPnr9l5XG7ENBHOf,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T03:32:52.307841+00:00,2026-09-16T03:32:52.907669+00:00,0.6,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
803,6421,C1,gpt,gpt-4.1-mini,10781708,REFUTED,INCONCLUSIVE,0.2,COMMIT,full,clean,0,short,888,300,explicit_numeric,524,21,545,1,,[],chatcmpl-EOagHECosrvbklmQ8hvSZrTHgh9Pi,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T03:33:00.917049+00:00,2026-09-16T03:33:01.508628+00:00,0.592,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",60
804,6426,C1,gpt,gpt-4.1-mini,11862129,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1189,300,explicit_numeric,522,21,543,1,,[],chatcmpl-EOagO6JnU4oxNkH8cvoXZqrvJr9sP,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T03:33:07.155545+00:00,2026-09-16T03:33:07.859148+00:00,0.704,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
805,6433,C1,gpt,gpt-4.1-mini,22427593,INCONCLUSIVE,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,552,20,572,1,,[],chatcmpl-EOagY1MRTOwSc5dXHzkhVSeqXUIVy,gpt-4.1-mini-2025-04-14,fp_0f45d14ea7,2026-09-16T03:33:17.540296+00:00,2026-09-16T03:33:18.098769+00:00,0.558,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
806,6446,C1,gpt,gpt-4.1-mini,21756515,INCONCLUSIVE,INCONCLUSIVE,0.25,COMMIT,full,clean,1,short,1119,300,explicit_numeric,535,21,556,1,,[],chatcmpl-EOagqgX4i37Xtej2P56Jq2ukf5CiC,gpt-4.1-mini-2025-04-14,fp_ab6257cfad,2026-09-16T03:33:35.634258+00:00,2026-09-16T03:33:36.223871+00:00,0.59,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
807,6453,C1,gpt,gpt-4.1-mini,18251357,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,893,300,explicit_numeric,508,20,528,1,,[],chatcmpl-EOah0rXVPLhi3CFHf4qeTlOOTdl20,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T03:33:45.156456+00:00,2026-09-16T03:33:45.850593+00:00,0.694,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
808,6458,C1,gpt,gpt-4.1-mini,22758782,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,533,21,554,1,,[],chatcmpl-EOah5EjyhqSnUMVyQfI7Dct1ljC3q,gpt-4.1-mini-2025-04-14,fp_117d60f06a,2026-09-16T03:33:50.670766+00:00,2026-09-16T03:33:51.382772+00:00,0.712,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
809,6465,C1,gpt,gpt-4.1-mini,14976655,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,585,22,607,1,,[],chatcmpl-EOahFxsGFtvwnrmKD9Th95zK5RaF6,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T03:34:00.206091+00:00,2026-09-16T03:34:00.901885+00:00,0.696,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
810,6478,C1,gpt,gpt-4.1-mini,18534072,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,522,20,542,1,,[],chatcmpl-EOahUzZqLbYbAPLfMDWN5G1F27anY,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T03:34:15.664928+00:00,2026-09-16T03:34:16.364166+00:00,0.699,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
811,6485,C1,gpt,gpt-4.1-mini,10201555,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,533,20,553,1,,[],chatcmpl-EOahcBWfVD0geGnpYzQ5aAwqwZ5xB,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T03:34:23.251944+00:00,2026-09-16T03:34:23.885340+00:00,0.633,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
812,6490,C1,gpt,gpt-4.1-mini,15631914,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,573,20,593,1,,[],chatcmpl-EOahiQVfck4TaGdvuo5ID2equBgd4,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T03:34:29.774496+00:00,2026-09-16T03:34:30.395348+00:00,0.621,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
813,6497,C1,gpt,gpt-4.1-mini,16971978,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,579,20,599,1,,[],chatcmpl-EOahrYth0ltr9j2K9ZxBriCJhuP5j,gpt-4.1-mini-2025-04-14,fp_cdd2846ed6,2026-09-16T03:34:38.397250+00:00,2026-09-16T03:34:39.192678+00:00,0.795,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
814,6510,C1,gpt,gpt-4.1-mini,12607120,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1152,300,explicit_numeric,536,21,557,1,,[],chatcmpl-EOai6XWLOcROaXsvF51jubAvETrPo,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T03:34:53.457773+00:00,2026-09-16T03:34:54.049644+00:00,0.592,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
815,6517,C1,gpt,gpt-4.1-mini,17593459,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,589,20,609,1,,[],chatcmpl-EOaiEobinbYfs2InWmFnUuZzj9tkq,gpt-4.1-mini-2025-04-14,fp_41b7e497f3,2026-09-16T03:35:01.945145+00:00,2026-09-16T03:35:02.560071+00:00,0.615,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
816,6522,C1,gpt,gpt-4.1-mini,25604390,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,620,20,640,1,,[],chatcmpl-EOaiLR0N5NKS60Uvn3Hi9lHwBBF4p,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T03:35:08.501201+00:00,2026-09-16T03:35:09.204089+00:00,0.703,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
